EID,Link,topic
2-s2.0-85071780510,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071780510&doi=10.2528%2fpierl19051401&partnerID=40&md5=08e4f72a39ddcbfb7b1818247e7d2bfd,
2-s2.0-85072277280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072277280&doi=10.14569%2fijacsa.2019.0100871&partnerID=40&md5=e3fd9572cfe78a40ea5f49b894ffe7b7,
2-s2.0-85072225642,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072225642&partnerID=40&md5=78fb3b654a07c63bc8b8cf220f99df65,
2-s2.0-85072162262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072162262&partnerID=40&md5=2bc6d9f0daa9e875c95d2f12d19d46c4,
2-s2.0-85071545637,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071545637&doi=10.1007%2f978-3-319-99867-1_154&partnerID=40&md5=e780117b22772d41c170c0573980a053,
2-s2.0-85071445950,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071445950&partnerID=40&md5=92c598ae6688727fcd6aee7c41a79989,
2-s2.0-85072098450,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072098450&doi=10.1504%2fIJISTA.2019.101952&partnerID=40&md5=c41dfe8621ac907a68048c508111ae84,
2-s2.0-85071936079,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071936079&doi=10.4028%2fwww.scientific.net%2fMSF.964.33&partnerID=40&md5=c0501bff5edc2d89e3c9d8ebad79f2e8,
2-s2.0-85071659053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071659053&doi=10.11591%2fijece.v9i6.pp5428-5435&partnerID=40&md5=b3bc3cb42f7a351b63d6f7a657f6fc15,
2-s2.0-85070883497,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070883497&doi=10.1590%2f0001-3765201920180237&partnerID=40&md5=c804c7c4b929369245023de774e0c6ab,
2-s2.0-85068580534,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068580534&doi=10.1166%2fjctn.2019.7866&partnerID=40&md5=4f892ce4a5ec07b0cd582a40336c0121,
2-s2.0-85070067590,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070067590&doi=10.1155%2f2019%2f6475832&partnerID=40&md5=21cd8210eae5953c77032b3b9f1df98e,
2-s2.0-85069833262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069833262&doi=10.1109%2fACCESS.2019.2924468&partnerID=40&md5=975f83c7508f61a7e576431d0199aa8f,
2-s2.0-85070720632,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070720632&doi=10.1038%2fs41597-019-0144-0&partnerID=40&md5=bdc7a51b4ad599fe2c472307341bd169,
2-s2.0-85068821334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068821334&doi=10.3390%2fen12132621&partnerID=40&md5=3f1e903532b4f8617a5118e9af148089,
2-s2.0-85070877778,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070877778&doi=10.12928%2fTELKOMNIKA.V17I3.12040&partnerID=40&md5=9761f62911b3f407354a69c3dffcafe7,
2-s2.0-85069607748,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069607748&doi=10.17576%2fjsm-2019-4806-06&partnerID=40&md5=d1f8ff54f728a52cdd05fe7b6b54989f,
2-s2.0-85070882675,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070882675&doi=10.1007%2f978-3-030-01440-7_49&partnerID=40&md5=147255677addd370cb9ddc22133ba9f4,
2-s2.0-85070866249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070866249&doi=10.1007%2f978-981-13-2035-4_13&partnerID=40&md5=31d36e7ec3242061769e7cabe74571f3,
2-s2.0-85070928417,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070928417&doi=10.7567%2f1347-4065%2fab1e37&partnerID=40&md5=ad6f00eefaecfc1774d7e31c9f5ed2e9,
2-s2.0-85070103148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070103148&doi=10.22146%2fijc.35727&partnerID=40&md5=218eb7f0889bfcc0bf7097984d195d09,
2-s2.0-85069943179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069943179&doi=10.1002%2ftqem.21638&partnerID=40&md5=9fdb0c82916e0f4d66412135462c4a0e,
2-s2.0-85070257334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070257334&doi=10.1088%2f1757-899X%2f530%2f1%2f012031&partnerID=40&md5=2dbd84b70105a80d48a3c8206856855c,
2-s2.0-85069520309,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069520309&doi=10.3991%2fijim.v13i07.10749&partnerID=40&md5=14de94496e455213324cb148297ea741,
2-s2.0-85068978589,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068978589&doi=10.3390%2fmolecules24132357&partnerID=40&md5=9b51d3c83bc09a91fbc23a27cba6aca2,
2-s2.0-85069429543,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069429543&doi=10.3991%2fijim.v13i07.10798&partnerID=40&md5=5ca6b3ed8c7f9c45520b069ffb25fe7a,
2-s2.0-85069797929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069797929&doi=10.3390%2fAPP9132714&partnerID=40&md5=d59db2aefd3015f35eea084a85f1d2fe,
2-s2.0-85069146983,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069146983&doi=10.17576%2fmjas-2019-2303-13&partnerID=40&md5=4f75768df1fdfec60290c482dd7a9ac8,
2-s2.0-85069524463,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069524463&doi=10.3991%2fijim.v13i07.10750&partnerID=40&md5=7c673bfcd3f30b89127c9d7a9c456a29,
2-s2.0-85070218930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070218930&doi=10.15627%2fjd.2019.2&partnerID=40&md5=625f9178cb24dd0c3a54d532fd85d97e,
2-s2.0-85070106065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070106065&doi=10.14569%2fijacsa.2019.0100788&partnerID=40&md5=e11a5b493cce6561a2c85f22a86c4fa6,
2-s2.0-85069814756,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069814756&doi=10.2478%2fmme-2019-0033&partnerID=40&md5=702080016f2067612760a7f1d53f61a8,
2-s2.0-85069462932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069462932&partnerID=40&md5=6ebef366b541b4e89ac05fe744859a42,
2-s2.0-85070884481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070884481&doi=10.12928%2fTELKOMNIKA.V17I2.10353&partnerID=40&md5=b6a4c0a12a7d48fbe29117bf60b558e0,
2-s2.0-85069478164,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069478164&partnerID=40&md5=fe39a9263432867d2ccc074e3e8032df,
2-s2.0-85069217230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069217230&doi=10.17576%2fmjas-2019-2303-17&partnerID=40&md5=da2dbfa9d8b87c325c50f6b9f2531016,
2-s2.0-85070550368,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070550368&doi=10.24931%2f2413-9432-2019-8-2-4-13&partnerID=40&md5=bb209ae4e3cbaba9a8961f0d97130c14,
2-s2.0-85070192256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070192256&doi=10.1109%2fACCESS.2019.2920243&partnerID=40&md5=b637c2431b463da67f8aa391b2a196a7,
2-s2.0-85068921054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068921054&doi=10.1088%2f1755-1315%2f291%2f1%2f012035&partnerID=40&md5=53b3fede0cdc867593c6cc0190eeceeb,
2-s2.0-85069519427,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069519427&doi=10.3991%2fijim.v13i07.10845&partnerID=40&md5=3e7ffa513afc0b9c4fb0a7b2632793c0,
2-s2.0-85069893777,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069893777&doi=10.2174%2f1573409914666181022141753&partnerID=40&md5=3d9b53a9d32a4a2524b60ee69ed8ddbd,
2-s2.0-85069175461,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069175461&doi=10.17576%2fmjas-2019-2303-19&partnerID=40&md5=f87c6e4713dd41c17b9b7ad8b409465c,
2-s2.0-85070491105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070491105&doi=10.5267%2fj.msl.2019.7.033&partnerID=40&md5=d49a6d532556b5519ca3080a77acd033,
2-s2.0-85069855033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069855033&doi=10.3390%2fINFO10070226&partnerID=40&md5=2dd9e011b77aa556113bb9a9b5e9823b,
2-s2.0-85069466063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069466063&doi=10.5430%2frwe.v10n2p62&partnerID=40&md5=88c30e593f6052ddc33a272e4e764f84,
2-s2.0-85068653813,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068653813&partnerID=40&md5=fd0a7b5bddc07625d592d7c2b7b82b84,
2-s2.0-85070220063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070220063&doi=10.15627%2fjd.2019.3&partnerID=40&md5=b6c2505d6851c30c6751e6c82f826b73,
2-s2.0-85069490607,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069490607&doi=10.1007%2f978-3-319-69889-2_7&partnerID=40&md5=c3f82868b4322af54912a57cc7c3c057,
2-s2.0-85068718650,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068718650&doi=10.1264%2fjsme2.ME18117&partnerID=40&md5=ea1681fa3dc89bef3ee4dbc39891bf40,
2-s2.0-85069196652,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069196652&doi=10.17576%2fmjas-2019-2303-18&partnerID=40&md5=8acc445d9e3519548940b2cab68031a8,
2-s2.0-85069557058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069557058&doi=10.22438%2fjeb%2f40%2f3%28SI%29%2fSp-21&partnerID=40&md5=d15dffccf7867a1121f89e97bee3004a,
2-s2.0-85069593597,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069593597&doi=10.17576%2fjsm-2019-4806-02&partnerID=40&md5=5c1bdbcce685870106253002db48c557,
2-s2.0-85069601320,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069601320&doi=10.17576%2fjsm-2019-4806-17&partnerID=40&md5=4583d3918a74b5766e2563bed75d502b,
2-s2.0-85068919094,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068919094&doi=10.1186%2fs40468-019-0085-8&partnerID=40&md5=d91a7d3003bb7dc1ebb98b200e41fcf9,
2-s2.0-85070284507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070284507&doi=10.15700%2fsaje.v39n2a1552&partnerID=40&md5=16e2f901b87f3f97139f9959b6922852,
2-s2.0-85070087301,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070087301&doi=10.14569%2fijacsa.2019.0100775&partnerID=40&md5=4bab7955e28b51f7d52e4743a806b615,
2-s2.0-85068904681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068904681&partnerID=40&md5=4ddb0975fd30aa45492e90176acc62a5,
2-s2.0-85068828935,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068828935&doi=10.1155%2f2019%2f7179243&partnerID=40&md5=6260284b1843ee08b63806c1fe20a7dd,
2-s2.0-85070213526,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070213526&doi=10.18057%2fIJASC.2019.15.2.4&partnerID=40&md5=bd639e958d4ec64b7143a4cf92ccb8cd,
2-s2.0-85069500257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069500257&doi=10.1504%2fIJISTA.2019.100809&partnerID=40&md5=18ecd00b4f89ec415c14d6dd137a7ad5,
2-s2.0-85069672099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069672099&partnerID=40&md5=b7d2cf17d5c853cf02da0a881cb71350,
2-s2.0-85069520241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069520241&doi=10.3991%2fijim.v13i07.10758&partnerID=40&md5=62383ef7d633163b35d585b2ac2fe27e,
2-s2.0-85069199926,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069199926&doi=10.17576%2fmjas-2019-2303-11&partnerID=40&md5=ebdd25fcd68e2725b16278bb77cba219,
2-s2.0-85069506735,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069506735&doi=10.5614%2fj.eng.technol.sci.2019.51.3.4&partnerID=40&md5=85a089124c1bbc2eef4a658da5f374d7,
2-s2.0-85069986795,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069986795&doi=10.3389%2ffbioe.2019.00168&partnerID=40&md5=e7de978ac866a172642e0e04e1680e33,
2-s2.0-85070105118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070105118&doi=10.14569%2fijacsa.2019.0100773&partnerID=40&md5=3470d0375159cecd007a739509cc7f55,
2-s2.0-85069498500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069498500&doi=10.3991%2fijim.v13i07.10654&partnerID=40&md5=4ffcc59cf20ecf950a64e5f49d47f456,
2-s2.0-85068601632,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068601632&doi=10.1177%2f1934578X19855826&partnerID=40&md5=3c654648e6e1bf5fc74852abc186178e,
2-s2.0-85070504853,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070504853&partnerID=40&md5=abbfc550e122ad703e978d026bd28dc7,
2-s2.0-85070468430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070468430&doi=10.15666%2faeer%2f1704_96919715&partnerID=40&md5=4089552dbbefe16a544b830e5832a922,
2-s2.0-85070094760,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070094760&partnerID=40&md5=6dd5874b67b0657e39c684b3b15ac767,
2-s2.0-85069494013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069494013&partnerID=40&md5=7136b3b4e261e702659fd525583041bc,
2-s2.0-85071102563,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071102563&doi=10.1016%2fj.matpr.2019.06.351&partnerID=40&md5=d55e9f3c64c84e09c0378b12713984b1,
2-s2.0-85068707737,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068707737&partnerID=40&md5=76df2a755e25c62847f4830ff9d2b964,
2-s2.0-85070668713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070668713&doi=10.15632%2fjtam-pl%2f105470&partnerID=40&md5=b77a853c2feef6e2891a7de1bca528b3,
2-s2.0-85071013870,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071013870&doi=10.1080%2f19475705.2019.1650126&partnerID=40&md5=70eebc14958ff2ca497620ec0358a50e,
2-s2.0-85069475480,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069475480&doi=10.1504%2fIJMPT.2019.100851&partnerID=40&md5=09b85efd590ff06942f0be673fa90b14,
2-s2.0-85068592541,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068592541&doi=10.1039%2fc9ra01257e&partnerID=40&md5=befc1f265e543ab24fa30e6f5fd0abfd,
2-s2.0-85070445148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070445148&doi=10.1007%2f978-3-319-93557-7_9&partnerID=40&md5=288b3eb695fea9b4b6f7fab90fd6d7f5,
2-s2.0-85068720824,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068720824&doi=10.3389%2ffpsyg.2019.01335&partnerID=40&md5=670a3109565f99d6d599336f1fb214ec,
2-s2.0-85068595132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068595132&doi=10.1007%2f978-3-030-22999-3_3&partnerID=40&md5=112ae093ebf3f093db6d1cf7db98c4e9,
2-s2.0-85069445890,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069445890&doi=10.5430%2frwe.v10n2p38&partnerID=40&md5=b1ff0fa90141279eb5ff15fb0c50c9d2,
2-s2.0-85069808713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069808713&doi=10.30880%2fijie.2019.11.01.018&partnerID=40&md5=82f879436cc23ca06679b0d3117deb77,
2-s2.0-85068666294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068666294&partnerID=40&md5=b72637712895373b615ec8587b84ea97,
2-s2.0-85069475805,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069475805&doi=10.3991%2fijim.v13i07.10759&partnerID=40&md5=8435b49836377919f2d817551038ea08,
2-s2.0-85070949606,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070949606&partnerID=40&md5=d25175aff63c1832b58fa9e0b1df48ee,
2-s2.0-85069610586,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069610586&doi=10.17576%2fjsm-2019-4806-01&partnerID=40&md5=2daed1940192984e26473445a815020c,
2-s2.0-85068897371,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068897371&partnerID=40&md5=d610ceac621218131548ff63ca0aa267,
2-s2.0-85069199317,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069199317&doi=10.12785%2fijcds%2f080404&partnerID=40&md5=a20ed75fcb6992a50a52d957e5ea315c,
2-s2.0-85069168577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069168577&partnerID=40&md5=06e22255706ba60b58c99a5776bda016,
2-s2.0-85070912161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070912161&doi=10.1080%2f19942060.2019.1645045&partnerID=40&md5=7720b52768adc71f781cec6e3389731e,
2-s2.0-85069641320,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069641320&doi=10.13189%2fujme.2019.070408&partnerID=40&md5=01b971e927454724008235b7ef2b72ba,
2-s2.0-85068924243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068924243&partnerID=40&md5=46c511760fb0763042b3cd782fe773b2,
2-s2.0-85070926561,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070926561&doi=10.12928%2fTELKOMNIKA.V17I3.11793&partnerID=40&md5=dd928d12574ac0814554725c727e6058,
